IPDs
20.0
20.0
230.0
20.0
440.0
270.0
90.0
510.0
20.0
20.0
20.0
20.0
50.0
80.0
60.0
30.0
130.0
80.0
20.0
90.0
70.0
100.0
60.0
110.0
50.0
60.0
100.0
130.0
90.0
70.0
70.0
150.0
20.0
160.0
130.0
70.0
150.0
100.0
120.0
80.0
10.0
40.0
60.0
60.0
80.0
50.0
140.0
80.0
80.0
40.0
130.0
160.0
120.0
110.0
170.0
110.0
50.0
70.0
20.0
180.0
90.0
100.0
160.0
50.0
130.0
90.0
90.0
90.0
210.0
140.0
110.0
70.0
160.0
110.0
150.0
70.0
20.0
290.0
20.0
20.0
10.0
20.0
20.0
30.0
30.0
30.0
20.0
30.0
30.0
160.0
60.0
110.0
120.0
60.0
80.0
120.0
50.0
170.0
20.0
70.0
40.0
40.0
30.0
30.0
70.0
60.0
80.0
70.0
60.0
40.0
70.0
10.0
20.0
30.0
50.0
60.0
20.0
20.0
30.0
70.0
40.0
20.0
40.0
30.0
60.0
90.0
50.0
110.0
80.0
20.0
50.0
60.0
60.0
30.0
90.0
20.0
40.0
60.0
20.0
40.0
70.0
30.0
20.0
70.0
100.0
50.0
60.0
40.0
40.0
10.0
30.0
60.0
90.0
60.0
20.0
20.0
60.0
70.0
100.0
100.0
20.0
50.0
50.0
100.0
70.0
80.0
30.0
30.0
80.0
80.0
90.0
20.0
80.0
60.0
100.0
20.0
70.0
90.0
80.0
50.0
120.0
80.0
110.0
60.0
140.0
80.0
80.0
90.0
90.0
60.0
60.0
40.0
20.0
60.0
20.0
50.0
90.0
50.0
20.0
30.0
60.0
30.0
70.0
60.0
100.0
30.0
70.0
130.0
50.0
70.0
50.0
90.0
40.0
100.0
50.0
70.0
40.0
60.0
80.0
110.0
90.0
110.0
110.0
60.0
50.0
110.0
10.0
40.0
110.0
60.0
50.0
100.0
20.0
70.0
30.0
70.0
60.0
50.0
110.0
60.0
90.0
90.0
80.0
90.0
100.0
90.0
110.0
60.0
60.0
60.0
90.0
60.0
140.0
10.0
80.0
50.0
30.0
30.0
120.0
20.0
50.0
10.0
50.0
40.0
70.0
20.0
50.0
50.0
40.0
70.0
50.0
40.0
80.0
10.0
60.0
60.0
50.0
30.0
50.0
70.0
30.0
20.0
30.0
80.0
20.0
40.0
60.0
40.0
30.0
140.0
10.0
50.0
30.0
30.0
20.0
50.0
50.0
20.0
30.0
40.0
30.0
50.0
70.0
50.0
90.0
50.0
50.0
40.0
70.0
60.0
60.0
30.0
110.0
40.0
70.0
60.0
70.0
130.0
90.0
60.0
360.0
20.0
50.0
70.0
70.0
50.0
70.0
60.0
70.0
130.0
80.0
60.0
50.0
110.0
80.0
60.0
40.0
80.0
40.0
120.0
50.0
80.0
90.0
50.0
80.0
60.0
40.0
120.0
110.0
30.0
110.0
120.0
90.0
60.0
20.0
30.0
170.0
20.0
120.0
120.0
20.0
70.0
40.0
200.0
30.0
10.0
20.0
10.0
40.0
30.0
100.0
20.0
20.0
50.0
20.0
30.0
40.0
20.0
20.0
30.0
10.0
40.0
30.0
50.0
20.0
40.0
50.0
50.0
100.0
10.0
50.0
110.0
10.0
60.0
60.0
20.0
30.0
60.0
30.0
30.0
60.0
20.0
40.0
40.0
60.0
120.0
10.0
20.0
40.0
60.0
50.0
40.0
50.0
30.0
80.0
120.0
20.0
80.0
80.0
50.0
90.0
70.0
40.0
50.0
150.0
80.0
70.0
60.0
50.0
120.0
90.0
160.0
80.0
120.0
40.0
60.0
130.0
100.0
170.0
50.0
50.0
70.0
50.0
50.0
80.0
30.0
20.0
30.0
10.0
70.0
10.0
50.0
40.0
60.0
20.0
50.0
90.0
40.0
50.0
80.0
80.0
40.0
130.0
40.0
50.0
70.0
70.0
60.0
40.0
150.0
90.0
50.0
60.0
80.0
80.0
70.0
40.0
30.0
90.0
80.0
10.0
50.0
50.0
50.0
70.0
20.0
50.0
50.0
280.0
20.0
20.0
20.0
20.0
10.0
50.0
20.0
20.0
50.0
40.0
70.0
20.0
60.0
30.0
80.0
40.0
70.0
20.0
50.0
60.0
40.0
80.0
30.0
20.0
90.0
40.0
80.0
50.0
