IPDs
15.0
30.0
20.0
20.0
10.0
30.0
60.0
20.0
10.0
20.0
10.0
30.0
60.0
10.0
10.0
20.0
50.0
10.0
20.0
20.0
30.0
10.0
10.0
30.0
70.0
10.0
10.0
10.0
30.0
10.0
20.0
20.0
20.0
20.0
10.0
30.0
30.0
20.0
10.0
20.0
20.0
10.0
10.0
10.0
10.0
10.0
20.0
10.0
40.0
80.0
20.0
120.0
40.0
20.0
140.0
60.0
20.0
20.0
20.0
40.0
40.0
60.0
20.0
40.0
20.0
40.0
20.0
40.0
40.0
40.0
80.0
20.0
20.0
20.0
40.0
40.0
80.0
20.0
20.0
40.0
40.0
20.0
80.0
20.0
20.0
40.0
20.0
40.0
40.0
20.0
40.0
20.0
20.0
20.0
40.0
20.0
20.0
60.0
20.0
50.0
20.0
20.0
60.0
60.0
60.0
20.0
20.0
20.0
80.0
40.0
40.0
40.0
40.0
60.0
20.0
40.0
20.0
60.0
20.0
20.0
40.0
20.0
40.0
40.0
20.0
20.0
40.0
60.0
20.0
20.0
200.0
20.0
20.0
40.0
20.0
20.0
20.0
20.0
20.0
40.0
20.0
80.0
20.0
20.0
20.0
20.0
40.0
20.0
20.0
40.0
40.0
20.0
20.0
20.0
40.0
10.0
40.0
20.0
40.0
20.0
120.0
40.0
20.0
60.0
20.0
20.0
60.0
20.0
80.0
20.0
40.0
20.0
20.0
40.0
20.0
60.0
80.0
40.0
40.0
40.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
40.0
40.0
80.0
20.0
60.0
100.0
60.0
40.0
40.0
20.0
20.0
20.0
60.0
20.0
80.0
20.0
20.0
20.0
20.0
20.0
60.0
10.0
20.0
60.0
40.0
60.0
20.0
20.0
60.0
20.0
40.0
40.0
20.0
40.0
40.0
40.0
140.0
60.0
60.0
20.0
40.0
20.0
40.0
20.0
40.0
40.0
20.0
20.0
40.0
40.0
80.0
60.0
20.0
100.0
20.0
20.0
60.0
20.0
20.0
20.0
20.0
20.0
60.0
20.0
40.0
60.0
20.0
60.0
40.0
20.0
20.0
20.0
20.0
10.0
40.0
20.0
60.0
20.0
20.0
20.0
40.0
40.0
20.0
60.0
40.0
40.0
20.0
20.0
40.0
40.0
40.0
20.0
20.0
20.0
20.0
40.0
20.0
60.0
80.0
60.0
20.0
40.0
80.0
40.0
40.0
40.0
20.0
20.0
60.0
20.0
60.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
40.0
80.0
20.0
20.0
20.0
20.0
80.0
20.0
20.0
120.0
20.0
20.0
30.0
80.0
20.0
20.0
20.0
20.0
20.0
60.0
20.0
20.0
80.0
20.0
60.0
200.0
20.0
20.0
20.0
40.0
20.0
20.0
20.0
60.0
40.0
20.0
20.0
40.0
20.0
20.0
60.0
60.0
60.0
20.0
20.0
40.0
20.0
80.0
20.0
40.0
20.0
20.0
80.0
40.0
80.0
20.0
20.0
40.0
40.0
40.0
40.0
20.0
20.0
20.0
20.0
10.0
40.0
60.0
40.0
20.0
20.0
20.0
20.0
20.0
40.0
20.0
20.0
20.0
20.0
20.0
40.0
40.0
40.0
20.0
20.0
80.0
40.0
60.0
40.0
40.0
40.0
40.0
80.0
20.0
40.0
60.0
60.0
