IPDs
10
25
70
40
10
40
40
100
10
10
55
25
40
10
130
10
25
10
10
55
10
25
145
40
25
175
10
10
100
40
10
25
145
10
55
70
10
100
10
40
40
40
40
55
100
10
25
115
40
25
10
25
40
70
25
10
100
10
25
145
10
85
70
25
25
40
25
25
70
40
10
55
10
160
10
25
55
85
25
160
25
10
100
70
10
85
70
25
100
100
25
10
25
25
10
190
25
40
55
10
10
70
10
25
160
40
40
70
10
160
40
10
55
70
10
70
130
25
55
40
40
55
100
25
85
115
40
100
10
25
25
175
10
25
40
40
70
10
10
100
115
25
55
145
40
40
10
25
10
190
10
25
100
40
10
115
10
70
55
25
10
85
25
85
40
40
40
40
25
70
25
40
100
25
10
40
85
10
55
115
25
70
85
10
175
25
40
25
25
25
175
25
10
40
55
25
10
145
40
25
70
25
70
100
25
130
70
10
40
10
25
25
100
10
100
40
25
115
70
40
40
55
10
25
115
10
10
160
10
175
40
10
85
10
25
85
25
25
115
70
25
10
100
10
55
100
10
10
85
40
10
130
40
55
10
25
55
40
10
10
190
10
85
130
25
115
55
10
40
25
10
145
70
25
40
10
10
40
115
25
55
130
25
115
10
40
25
115
40
55
85
10
10
130
40
25
100
25
55
55
10
130
85
25
10
175
10
25
115
10
100
85
10
10
25
10
55
55
25
70
55
10
25
55
10
10
25
10
70
10
25
160
40
40
40
40
10
10
55
25
55
70
25
10
85
10
145
70
25
55
25
25
40
70
10
160
55
10
130
85
10
145
70
10
70
145
10
70
130
10
55
130
40
40
100
25
10
85
40
55
40
25
190
10
40
25
25
10
160
25
40
10
10
10
55
25
25
100
10
10
40
85
25
10
190
10
40
130
10
40
160
10
130
40
25
115
40
40
70
40
25
175
10
10
10
205
40
40
10
40
70
70
10
55
55
25
85
25
25
160
40
25
70
130
25
115
25
10
40
10
40
10
40
10
70
55
25
85
70
40
70
85
10
10
85
10
100
70
25
145
40
40
70
70
10
85
55
10
85
100
40
25
40
25
70
130
10
85
70
10
70
40
40
55
85
25
70
70
25
85
115
40
55
115
25
100
40
25
70
10
10
25
190
25
40
10
10
10
190
10
100
40
40
55
55
25
40
10
25
25
130
25
40
25
25
130
70
25
100
40
40
70
85
10
70
85
10
25
190
10
115
40
10
40
145
25
130
55
10
100
100
10
70
130
25
10
25
40
10
10
10
190
10
10
10
130
25
55
145
10
85
40
10
115
100
10
55
70
10
130
85
25
55
70
10
130
10
10
25
55
25
100
10
40
70
100
25
55
145
40
70
25
10
55
40
25
40
160
40
10
25
25
25
55
10
25
175
25
175
10
10
40
115
10
190
10
25
130
40
40
70
100
25
115
25
40
70
100
25
40
70
40
25
115
25
40
70
10
40
55
25
25
115
40
40
40
40
100
10
25
160
40
10
85
130
40
55
40
25
40
100
40
40
55
10
130
85
40
10
175
40
55
115
25
40
130
10
10
10
10
115
40
40
70
70
10
40
55
10
130
40
10
130
40
25
85
10
10
85
55
25
25
160
25
40
160
40
55
55
25
40
130
10
10
100
10
40
115
40
55
70
40
70
55
10
10
115
40
85
10
25
55
25
10
40
25
25
115
25
10
160
55
40
55
55
10
10
70
25
25
175
40
40
115
40
40
100
10
25
130
10
175
25
25
130
10
25
55
130
25
160
40
10
190
10
10
145
25
10
40
115
10
10
10
10
55
70
25
55
130
40
55
115
25
10
70
10
130
25
10
70
40
40
25
70
25
145
25
25
25
100
40
55
25
25
85
85
40
55
85
25
25
70
25
10
130
25
40
25
25
40
145
25
115
85
25
25
175
40
70
85
10
100
85
25
40
115
10
40
145
25
70
40
10
85
40
40
70
70
25
70
130
25
55
115
10
40
25
10
100
25
10
25
160
40
100
10
40
85
100
25
100
10
10
100
100
25
130
10
25
55
145
25
70
130
40
10
10
10
100
10
40
100
25
25
115
25
25
70
85
10
115
25
40
10
145
40
85
70
25
70
70
10
175
40
40
55
85
10
55
85
10
55
130
40
25
145
10
100
40
10
10
10
40
100
40
25
130
10
10
85
85
10
175
10
25
85
40
10
130
10
25
55
100
10
130
10
10
100
25
25
70
55
10
10
40
10
55
55
10
